Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
110143 Nova Uniăo;7769;3.66;645.95;56.23;5.94;5.43;18.81;2396212.15;2864979.88;5018348.48;110143
110050 Novo Horizonte do Oeste;10051;3.3;611.6;67.34;4.83;7.18;8.66;3405488.43;3462928.27;6147161.72;110050
110015 Ouro Preto do Oeste;39759;8.5;574.34;67.96;6.29;4.5;8.63;11488342.02;11004945.24;22835170.26;110015
110145 Parecis;5904;3.69;747.64;66.33;4.21;7.43;1.83;1619407.77;3129106.75;4414078.03;110145
110018 Pimenta Bueno;38051;10.89;710.83;65.3;2.91;4.7;10.15;8360957.66;16987439.81;27047851.42;110018
110146 Pimenteiras do Oeste;2410;4.58;2439.15;42.68;4.49;3.09;16.6;1889732.62;3648281.72;5878352.13;110146
110020 Porto Velho;519436;15.98;514.03;71.0;0.05;9.85;2.29;87293281.81;183119767.07;267004578.89;110020
110025 Presidente Médici;22124;6.63;686.01;64.38;6.13;5.36;8.65;6292961.89;8234941.65;15177202.57;110025
110147 Primavera de Rondônia;3411;1.78;832.5;68.98;0.6;5.41;4.41;1887183.25;1850321.1;2839645.44;110147
110026 Rio Crespo;3829;3.8;1129.24;71.02;3.27;4.26;8.38;1852263.28;2581904.74;4323857.55;110026
110028 Rolim de Moura;57074;13.88;617.86;70.03;1.17;3.05;8.65;15575863.44;19384662.31;35263457.6;110028
110029 Santa Luzia D'Oeste;8198;5.54;830.96;63.24;0.0;8.17;14.91;4819459.82;3455979.14;6812244.98;110029
110148 Săo Felipe D'Oeste;5994;2.51;612.68;72.81;0.15;6.9;0.0;2572776.57;2481816.54;3672382.39;110148
110149 Săo Francisco do Guaporé;19694;5.15;601.17;48.59;0.0;15.53;4.77;4528676.51;7486223.58;11839380.66;110149
110032 Săo Miguel do Guaporé;24181;2.57;651.09;63.06;5.52;5.94;13.45;6767409.34;9676873.48;15743918.52;110032
110150 Seringueiras;12653;4.52;394.37;87.74;4.32;0.55;0.31;4883072.27;4686197.08;4989987.08;110150
110155 Teixeirópolis;4931;4.47;812.4;60.22;10.59;6.74;11.04;1506332.35;2631899.19;4005928.64;110155
110160 Theobroma;11350;2.92;708.91;62.06;4.04;6.19;15.84;4857787.68;3829205.06;8046118.48;110160
110170 Urupá;13106;5.74;551.88;62.48;3.83;5.77;5.76;3444040.14;3984830.67;7232966.64;110170
110175 Vale do Anari;11149;3.42;766.28;55.56;0.0;8.76;15.62;2425347.11;4042380.34;8543239.5;110175
110180 Vale do Paraíso;8047;3.74;830.71;58.19;0.78;2.97;18.87;3734725.69;3264969.92;6684721.31;110180
110030 Vilhena;95630;14.34;827.03;56.69;2.46;9.76;7.05;62224408.71;35841838.8;79088893.89;110030
120001 Acrelândia;14366;2.43;407.12;64.62;2.15;7.2;4.62;5121037.43;2888632.17;5848650.91;120001
120005 Assis Brasil;6986;3.14;579.38;47.91;0.0;3.94;27.89;3020434.53;1701485.9;4047549.45;120005
120010 Brasiléia;24765;5.07;438.6;52.84;6.91;5.0;9.91;8943455.96;5149275.07;10861836.89;120010
120013 Bujari;9664;0.56;557.07;37.55;0.0;16.8;13.63;7820381.12;1763497.97;5383544.1;120013
120017 Capixaba;11136;2.62;447.52;43.17;2.18;9.75;3.34;4654601.97;2098923.72;4983571.31;120017
120020 Cruzeiro do Sul;82622;6.68;425.25;61.73;5.43;2.96;9.12;27730077.22;16206609.04;35134915.95;120020
120025 Epitaciolândia;17340;5.38;498.54;39.54;9.27;10.26;5.38;5264342.81;2882061.43;8644712.65;120025
120030 Feijó;32360;6.03;337.41;47.07;14.59;6.78;21.7;9604013.29;4405081.8;10918683.08;120030
120032 Jordăo;7858;1.48;644.11;34.21;0.0;8.91;6.18;3127890.96;1614257.56;5061444.24;120032
120033 Mâncio Lima;17910;2.75;654.82;40.37;23.98;5.38;13.21;6744557.63;2856516.93;11727860.84;120033
120034 Manoel Urbano;8886;5.48;474.17;60.31;11.29;5.62;10.92;2298529.81;1851208.15;4213505.38;120034
120035 Marechal Thaumaturgo;17897;1.5;383.83;42.76;13.18;6.27;16.68;5590063.21;2594917.26;6869469.85;120035
120038 Plácido de Castro;18510;2.29;639.42;41.14;1.27;6.48;17.09;7666392.27;3118401.48;11835674.06;120038
120080 Porto Acre;17459;3.85;496.9;54.6;0.0;6.57;15.45;5588201.18;2765247.36;8675319.96;120080
120039 Porto Walter;11353;1.67;540.94;36.85;3.97;8.28;16.33;3346642.82;1914385.41;6141313.86;120039
120040 Rio Branco;383443;14.17;379.84;61.26;7.29;11.47;3.65;45634263.34;98305403.31;145647393.48;120040
120042 Rodrigues Alves;17945;1.55;428.17;43.94;3.22;5.29;7.59;5327250.77;1628021.11;7683563.79;120042
120043 Santa Rosa do Purus;6230;0.56;645.9;43.9;5.84;3.31;16.83;1118421.47;1675868.76;4023960.09;120043
120050 Sena Madureira;43139;5.75;380.35;39.96;7.72;20.12;4.94;11328586.84;5882290.77;16408047.17;120050
120045 Senador Guiomard;21552;3.96;514.03;54.29;15.74;3.57;6.37;7666144.76;4102320.59;11078475.49;120045
120060 Tarauacá;40024;5.49;389.61;47.9;9.75;2.64;25.92;12705186.59;5104252.98;15593830.77;120060
120070 Xapuri;18174;3.12;503.37;39.35;11.5;21.39;5.43;6664097.97;3515009.99;9148206.04;120070
130002 Alvarăes;15908;1.77;491.48;65.37;6.15;1.92;9.21;6159118.16;5006577.65;7818390.99;130002
130006 Amaturá;11242;1.62;489.53;40.61;0.84;14.68;11.08;4044079.64;3081256.37;5503242.49;130006
130008 Anamă;12978;2.08;607.37;23.11;1.63;6.19;19.66;4206551.88;3309645.67;7882495.41;130008
130010 Anori;20196;2.18;454.33;54.35;21.44;3.89;6.3;7588665.44;4434128.2;9175697.08;130010
130014 Apuí;21406;3.16;532.9;36.71;9.47;5.22;4.52;6987459.55;5367525.51;11407329.38;130014
130020 Atalaia do Norte;19054;2.49;525.13;60.99;1.96;10.76;0.0;4915246.55;4653816.53;10005770.53;130020
130030 Autazes;38454;3.12;390.57;41.21;13.88;4.47;12.29;18002130.41;6907624.7;15019157.44;130030
130040 Barcelos;27743;1.64;336.05;54.6;2.71;15.83;6.32;5752082.22;4744045.49;9322966.27;130040
130050 Barreirinha;31542;0.86;474.45;61.35;13.45;2.79;4.2;9999456.14;5590641.42;14965090.94;130050
130060 Benjamin Constant;41329;2.61;441.34;50.07;6.7;3.31;6.8;11665012.55;6938035.43;18240284.81;130060
130063 Beruri;18978;1.65;386.86;67.1;6.21;5.7;6.97;3521058.94;3755613.3;7341911.36;130063
130068 Boa Vista do Ramos;18483;1.59;368.86;17.02;4.42;7.54;16.52;4731078.92;3252684.74;6817701.71;130068
130070 Boca do Acre;34176;2.52;543.23;45.65;9.15;5.42;20.06;13177448.0;6534575.02;18565395.77;130070
130080 Borba;40464;2.66;479.67;59.74;15.59;3.42;0.95;11980371.31;6045477.2;19409326.64;130080
130083 Caapiranga;12820;2.45;680.2;44.43;5.49;0.77;29.15;6525156.64;2905642.89;8720160.44;130083
130090 Canutama;15490;2.31;481.76;47.15;8.74;5.47;8.9;7539600.0;4023409.34;7462392.02;130090
130100 Carauari;28337;3.31;564.56;31.95;16.52;11.05;22.48;11620723.38;4786930.95;15998003.74;130100
130110 Careiro;37399;4.72;532.77;20.26;9.22;3.74;10.04;13529330.8;5516266.54;19925246.33;130110
130115 Careiro da Várzea;29190;2.49;371.21;47.95;2.89;4.26;8.2;7238356.24;4110822.66;10835678.96;130115
130120 Coari;84762;10.7;726.71;58.37;1.99;12.44;5.16;18570130.54;37220284.8;61597526.6;130120
130130 Codajás;27817;2.11;458.79;46.1;1.97;8.66;27.17;7560878.36;5768340.93;12762115.19;130130
130140 Eirunepé;34888;2.77;508.88;18.28;2.38;4.4;12.67;15618178.08;5470950.97;17753934.35;130140
130150 Envira;19492;1.44;422.73;52.7;10.61;4.39;0.57;5574344.9;4098934.75;8239773.8;130150
130160 Fonte Boa;19669;2.8;681.24;27.88;3.29;12.08;5.09;8916090.54;3685770.56;13399366.16;130160
130165 Guajará;16339;2.73;546.72;53.95;6.43;2.63;3.65;7673403.88;3586133.19;8932777.1;130165
130170 Humaitá;53383;3.78;587.65;22.21;0.63;41.33;3.68;12416399.42;14196895.67;31370737.0;130170
130180 Ipixuna;28299;1.6;449.5;39.62;8.84;4.23;20.46;9356190.99;4133252.93;12720260.8;130180
130185 Iranduba;47407;5.61;471.14;58.36;0.0;4.53;14.71;17545783.06;9800663.08;22335193.21;130185
130190 Itacoatiara;99854;9.05;528.09;61.05;4.32;20.7;4.04;30057471.74;22398187.85;52732054.65;130190
130195 Itamarati;8128;3.28;793.52;17.69;18.44;2.88;10.9;3780318.4;2505287.54;6449766.95;130195
130200 Itapiranga;9125;3.12;1126.33;36.43;4.88;4.58;25.14;8050463.15;2736229.5;10277720.66;130200
130210 Japurá;4205;0.91;1924.83;36.97;0.0;5.35;30.99;6730590.31;3259985.49;8093897.23;130210
130220 Juruá;13956;1.47;591.25;27.85;2.01;10.9;15.59;6918286.33;3019357.85;8251522.57;130220
130230 Jutaí;15824;1.51;730.23;56.41;15.87;11.0;1.46;7992851.6;6748373.76;11555132.11;130230
130240 Lábrea;44861;3.54;445.63;31.18;4.0;18.55;1.59;9790366.01;6825190.75;19991558.44;130240
130250 Manacapuru;96460;4.62;368.94;41.22;2.82;33.81;7.57;26712853.13;14101837.04;35588069.99;130250
130255 Manaquiri;30222;1.98;441.35;27.69;7.86;30.33;14.84;9182922.5;4875356.69;13338333.93;130255
130260 Manaus;2130264;21.0;415.32;70.71;6.11;14.45;1.92;203671029.24;646740389.54;884749372.97;130260
130270 Manicoré;54708;3.21;359.34;35.34;15.51;10.79;11.75;11199409.59;10045440.96;19658812.84;130270
130280 Maraă;18531;2.55;719.74;39.23;7.63;5.25;24.6;7747947.11;5891834.3;13337508.23;130280
130290 Maués;62212;3.75;437.92;46.32;11.41;23.47;5.09;19225870.3;10085812.86;27243599.35;130290
130300 Nhamundá;20902;1.16;391.06;43.32;1.2;1.95;18.7;7750471.35;3708136.26;8173934.5;130300
130310 Nova Olinda do Norte;36431;1.74;475.99;18.77;4.02;6.16;26.2;14014109.86;5695371.82;17340609.62;130310
130320 Novo Airăo;18586;2.94;407.57;63.26;1.82;5.98;0.8;4484767.67;4419154.18;7575124.89;130320
130330 Novo Aripuană;25112;2.29;348.77;54.28;11.65;9.99;0.0;5690159.21;5393754.67;8758251.65;130330
130340 Parintins;113832;3.57;432.36;36.78;7.87;29.05;5.35;27770073.76;20474895.2;49216397.33;130340
130350 Pauini;19597;2.2;576.39;46.15;0.0;15.69;6.07;5213623.47;5173567.72;11295438.94;130350
130353 Presidente Figueiredo;34574;5.88;948.59;73.43;8.93;4.21;1.18;12715901.98;23885599.85;32796428.98;130353
130356 Rio Preto da Eva;32001;4.11;504.53;21.07;2.78;14.59;9.51;12589002.35;4650055.0;16145603.51;130356
130360 Santa Isabel do Rio Negro;23765;1.99;596.84;32.93;8.57;8.75;24.37;8084504.48;5271340.72;14183933.58;130360
130370 Santo Antônio do Içá;23075;1.8;538.68;45.75;7.2;8.22;3.43;7923219.09;4024753.37;12429954.65;130370
130380 Săo Gabriel da Cachoeira;44553;2.86;364.22;46.14;0.0;15.03;4.29;7448838.7;7190560.35;16227140.3;130380
130390 Săo Paulo de Olivença;38047;1.74;357.75;14.08;7.33;9.3;9.41;10182552.27;5591291.67;13611497.11;130390
130395 Săo Sebastiăo do Uatumă;13421;2.06;709.6;39.32;6.8;4.84;33.84;7314393.29;3345374.64;9523504.25;130395
130400 Silves;9211;2.86;583.87;46.36;4.58;9.71;21.31;3945298.62;2665554.73;5378047.2;130400
130406 Tabatinga;63635;4.19;301.6;65.88;4.97;7.05;4.25;13449881.24;6872996.34;19192275.06;130406
130410 Tapauá;17930;1.6;764.59;58.09;12.64;5.16;14.75;9426292.13;8873732.67;13709047.67;130410
130420 Tefé;62021;8.78;611.32;33.57;0.0;41.23;10.13;25127501.21;15087813.23;37914708.14;130420
130423 Tonantins;18782;2.29;529.17;51.39;20.03;2.47;6.96;6821310.22;4618913.37;9938879.47;130423
130426 Uarini;13428;2.46;600.95;33.51;3.71;27.27;5.54;4525231.87;3380431.42;8069540.89;130426
130430 Urucará;16968;2.38;776.35;40.92;5.31;3.67;24.89;9418273.59;4982892.66;13173105.19;130430
130440 Urucurituba;22148;1.14;635.48;27.04;3.68;4.91;19.56;7159487.54;3794590.95;14074507.5;130440
140005 Alto Alegre;15933;2.48;659.45;44.14;0.0;7.95;27.34;8698089.02;2239207.5;10507006.56;140005
140002 Amajari;11560;4.56;509.86;51.31;0.0;5.8;20.84;4934297.22;1838975.15;5894007.07;140002
140010 Boa Vista;332020;9.76;629.71;70.95;2.78;12.95;3.34;100918609.44;125239351.7;209077820.97;140010
140015 Bonfim;11945;5.86;617.44;50.5;3.61;9.31;24.37;12237591.34;1846828.45;7375323.31;140015
140017 Cantá;16877;6.67;701.11;42.89;0.75;4.72;42.91;10492818.08;3109099.24;11832709.66;140017
140020 Caracaraí;20807;5.66;511.2;60.76;0.0;11.56;12.56;8892846.5;4182858.4;10636573.09;140020
140023 Caroebe;9493;6.09;460.69;58.64;8.86;13.17;5.95;5299807.19;1395038.15;4373336.83;140023
140028 Iracema;10859;3.14;946.01;34.69;0.0;7.19;40.57;7535186.24;2482275.35;10272691.91;140028
140030 Mucajaí;16852;3.49;397.43;59.94;19.35;9.09;0.47;15659822.93;2271881.35;6697428.1;140030
140040 Normandia;10527;1.96;313.83;70.67;0.0;9.66;5.94;4976564.0;1436931.06;3303696.4;140040
140045 Pacaraima;12375;5.92;528.97;43.82;0.0;13.5;24.11;10442880.87;2655707.13;6545998.0;140045
140047 Rorainópolis;28215;6.25;469.68;50.25;0.0;6.21;21.79;13110042.37;3199802.17;13251900.43;140047
140050 Săo Joăo da Baliza;7740;3.2;682.12;43.92;3.01;8.88;24.67;4485758.05;1468446.13;5279590.26;140050
140060 Săo Luiz;7597;3.04;634.23;37.9;0.0;17.13;12.29;2574426.92;1966085.52;4818244.53;140060
140070 Uiramută;9836;0.91;374.78;52.38;0.0;11.17;18.21;5021631.13;1650151.1;3686327.71;140070
150010 Abaetetuba;153380;2.51;357.24;52.99;0.0;24.13;6.71;47599638.75;17110986.65;54793806.55;150010
150013 Abel Figueiredo;7231;1.38;1284.86;12.7;0.0;18.79;25.39;3043564.38;1716735.73;9290794.64;150013
150020 Acará;54096;4.05;316.93;65.21;0.0;6.09;10.03;11014554.22;5483965.66;17144616.01;150020
150030 Afuá;38144;2.28;388.05;32.14;4.85;1.38;19.44;8902209.63;3993870.6;14801939.88;150030
150034 Água Azul do Norte;26682;4.77;481.21;52.98;2.67;20.69;6.75;9576381.84;5045047.64;12839541.69;150034
150040 Alenquer;55246;2.44;323.64;60.19;3.69;13.29;2.54;6565054.21;5725730.3;17879543.75;150040
150050 Almeirim;33195;3.67;591.85;47.53;11.67;6.63;1.04;15916919.58;7804569.37;19646532.83;150050
150060 Altamira;111435;11.01;609.97;33.61;8.05;9.63;4.77;27681504.09;33970236.74;67971969.47;150060
150070 Anajás;28466;2.07;382.34;54.4;5.38;6.04;12.87;4844212.95;3839317.08;10883815.68;150070
150080 Ananindeua;516057;10.48;442.94;50.56;3.52;30.09;0.81;164543189.19;42352043.33;228584064.23;150080
150085 Anapu;27096;7.75;390.95;58.7;0.0;17.37;5.04;8894505.15;6744271.68;10593060.96;150085
150090 Augusto Corrêa;44734;3.11;577.71;28.68;0.0;10.75;11.95;13208070.41;4478091.2;25843401.61;150090
150095 Aurora do Pará;30471;1.9;346.81;45.74;1.94;6.92;11.42;7867271.32;3116329.24;10567658.62;150095
150100 Aveiro;15947;1.12;463.23;51.76;2.06;17.73;3.36;4904083.4;3118185.38;7387084.64;150100
150110 Bagre;29808;1.76;330.35;42.77;7.22;1.22;23.1;3657373.95;4052746.18;9847063.36;150110
150120 Baiăo;46110;3.5;383.86;50.67;0.0;3.87;6.21;8540906.01;7235854.69;17699641.68;150120
150125 Bannach;3200;2.18;1886.36;39.8;0.0;12.19;12.76;4161225.77;2008481.16;6036346.81;150125
150130 Barcarena;121190;22.77;698.85;57.27;11.84;7.23;5.8;30335691.48;55879617.2;84693503.99;150130
150140 Belém;1452275;21.97;592.52;42.61;0.0;31.35;2.27;424747232.28;404559913.87;860503700.2;150140
150145 Belterra;17249;2.77;460.71;51.9;3.18;13.82;10.89;5795956.87;3648966.21;7946716.89;150145
150150 Benevides;60990;8.43;444.87;61.92;0.82;4.9;3.46;15693356.96;10216456.41;27132918.25;150150
150157 Bom Jesus do Tocantins;16517;5.66;771.18;59.64;0.0;13.65;1.48;4841411.54;3040351.31;12737521.68;150157
150160 Bonito;15834;1.67;302.88;10.09;0.0;2.59;2.71;854686.65;3662592.93;4795796.77;150160
150170 Bragança;124184;5.0;296.95;43.4;4.91;10.58;18.33;28237672.51;10455213.75;36876416.52;150170
150172 Brasil Novo;14689;4.18;754.29;41.77;8.24;15.54;4.78;8027625.88;3276642.09;11079741.77;150172
150175 Brejo Grande do Araguaia;7182;3.83;629.17;36.2;9.91;5.39;3.21;3106490.64;2197292.33;4518718.07;150175
150178 Breu Branco;64194;5.4;424.7;45.65;7.35;10.77;6.58;15547954.27;12110079.95;27262981.91;150178
150180 Breves;99896;4.6;374.06;68.04;0.0;5.27;8.28;25577129.38;8795543.72;37366784.17;150180
150190 Bujaru;28331;1.16;324.38;46.14;2.83;6.44;7.55;5299768.23;3422131.73;9190003.42;150190
150200 Cachoeira do Arari;23110;2.57;436.18;64.0;5.42;2.84;1.23;4482021.88;2842089.68;10080190.51;150200
150195 Cachoeira do Piriá;32947;2.61;334.75;46.53;4.06;4.89;15.89;6688986.64;4993312.95;11029135.39;150195
150210 Cametá;134100;4.41;277.78;38.29;2.38;28.59;11.75;27029362.79;10166088.59;37250666.92;150210
150215 Canaă dos Carajás;36027;14.69;1583.27;76.85;0.0;3.61;2.71;8370188.87;42821050.8;57040640.99;150215
150220 Capanema;67150;7.41;636.6;30.9;15.16;17.34;3.47;30699669.72;13159164.68;42747833.47;150220
150230 Capităo Poço;52839;2.31;373.48;51.09;0.0;16.28;8.33;13209181.13;7451137.1;19734333.42;150230
150240 Castanhal;195253;8.71;637.37;54.38;0.0;32.36;3.7;81565798.13;30344015.87;124447968.85;150240
150250 Chaves;23066;1.7;328.58;51.77;0.0;13.06;6.35;4245759.57;2470822.66;7579136.28;150250
150260 Colares;11759;1.82;474.58;58.62;0.0;11.53;0.37;3496267.89;1877512.36;5580557.27;150260
150270 Conceiçăo do Araguaia;46571;9.16;637.66;43.92;0.57;26.35;6.9;16808109.65;12083485.21;29696504.94;150270
150275 Concórdia do Pará;32395;2.85;437.25;42.22;8.31;4.04;6.96;9837013.55;4062477.06;14164655.56;150275
150276 Cumaru do Norte;13093;2.37;1001.91;36.12;6.1;3.3;6.3;5436644.82;3682758.81;13118005.22;150276
150277 Curionópolis;17453;14.55;756.93;46.7;0.0;2.9;7.91;5680101.41;7030529.14;13210745.33;150277
150280 Curralinho;33490;3.91;406.18;56.05;0.0;4.98;13.73;7843375.59;5679508.94;13602970.16;150280
150285 Curuá;13996;1.31;389.18;60.76;3.94;6.79;10.32;2437383.38;3415137.51;5446996.25;150285
150290 Curuçá;38959;1.54;278.38;50.32;0.0;7.21;4.17;12665126.87;5681696.58;10845334.72;150290
150293 Dom Eliseu;58071;6.01;448.5;29.41;0.62;34.04;9.13;16073754.64;7624136.0;26044990.62;150293
150295 Eldorado dos Carajás;32892;4.07;395.17;54.72;0.0;13.11;2.54;7683599.48;7059437.02;12998003.2;150295
150300 Faro;7009;1.26;754.5;58.94;2.71;3.74;15.78;4249809.9;3118521.08;5288312.22;150300
150304 Floresta do Araguaia;19746;5.53;572.96;42.63;1.57;5.15;12.76;5169597.77;6186046.79;11313594.76;150304
150307 Garrafăo do Norte;25363;1.83;639.8;60.05;2.53;5.68;3.34;5360542.26;4841587.02;16227141.55;150307
150309 Goianésia do Pará;39352;2.54;430.19;49.26;7.12;24.31;3.35;9711779.12;6753137.96;16928894.3;150309
150310 Gurupá;32458;0.92;487.6;49.51;5.58;2.9;16.98;8604617.86;4231049.98;15826473.32;150310
150320 Igarapé-Açu;37753;3.68;578.68;36.97;0.0;7.12;7.12;13599269.88;9209809.74;21847069.29;150320
150330 Igarapé-Miri;60994;3.69;317.1;52.26;3.0;6.06;5.22;12642398.78;7058042.97;19341343.07;150330
150340 Inhangapi;11388;1.53;599.62;53.38;1.28;9.85;5.1;8021549.9;2666573.78;6828512.3;150340
150345 Ipixuna do Pará;62237;4.38;330.97;54.1;0.0;17.02;2.47;11253157.45;7064192.96;20598809.16;150345
150350 Irituia;31673;1.48;474.91;22.01;1.99;3.71;25.15;8822608.8;5795984.0;15041678.38;150350
150360 Itaituba;98523;11.55;450.69;47.47;3.62;3.22;9.5;24496941.59;17248458.03;44403018.67;150360
150370 Itupiranga;51835;2.24;461.43;49.17;0.0;15.3;4.47;3244023.31;8274450.61;23918227.95;150370
150375 Jacareacanga;8059;12.52;1942.01;38.77;1.5;8.11;9.0;4619799.6;11877397.49;15650679.83;150375
150380 Jacundá;57526;1.61;362.0;50.82;0.0;7.97;4.2;11863547.81;9014867.5;20824313.43;150380
150390 Juruti;56325;15.44;445.71;61.92;1.0;9.31;11.2;9060580.21;13879453.83;25104890.77;150390
150400 Limoeiro do Ajuru;28138;0.82;431.13;56.81;2.7;16.12;13.47;6119931.11;4978330.98;12131183.7;150400
150405 Măe do Rio;29260;1.47;587.35;39.13;3.23;7.83;10.8;12724427.02;3806897.83;17185862.14;150405
150410 Magalhăes Barata;8316;1.79;596.37;47.87;0.0;8.16;12.73;2636516.75;2223342.92;4959389.0;150410
150420 Marabá;271594;12.75;819.75;41.12;0.0;21.86;3.59;60679923.93;125470648.62;222639351.27;150420
150430 Maracană;28679;0.58;417.48;52.72;6.0;7.9;2.4;8514938.38;3463359.09;11972840.58;150430
150440 Marapanim;27569;1.97;358.4;70.41;0.0;6.88;9.98;6661625.2;3151329.51;9880785.51;150440
150442 Marituba;127858;7.74;245.61;63.19;0.0;5.06;2.35;27532702.47;15348088.22;31403653.18;150442
150445 Medicilândia;30726;3.24;383.91;56.04;3.52;17.09;2.64;6806714.95;5042596.34;11795865.89;150445
150450 Melgaço;26897;0.65;260.92;19.48;0.06;2.87;3.94;7451095.13;2952820.81;7018000.06;150450
150460 Mocajuba;30277;5.51;399.2;56.16;5.59;4.41;3.51;7603892.31;4333247.52;12086653.44;150460
150470 Moju;79825;3.15;179.99;42.73;8.36;16.81;0.0;5999626.01;5727446.35;14367469.08;150470
150475 Mojuí dos Campos;15646;4.25;412.04;63.36;7.26;8.04;11.92;2444822.31;3669290.14;6446739.4;150475
150480 Monte Alegre;56466;4.84;427.69;61.91;9.7;11.35;5.86;13141192.99;8742452.7;24149912.77;150480
150490 Muaná;39231;1.79;172.89;67.96;0.0;4.15;0.03;4768910.15;2816653.21;6782460.48;150490
150495 Nova Esperança do Piriá;20789;1.5;407.47;49.37;0.0;10.33;9.2;4899507.11;3220916.98;8470831.96;150495
150497 Nova Ipixuna;16221;3.71;543.32;32.93;6.51;30.78;6.03;6069748.35;2846115.97;8813266.79;150497
150500 Nova Timboteua;14942;1.69;416.27;56.53;3.48;7.53;3.94;4942554.59;2549623.65;6219946.6;150500
150503 Novo Progresso;25071;6.58;746.35;48.74;3.0;21.12;15.56;10401686.51;6319612.6;18711672.4;150503
150506 Novo Repartimento;73802;5.5;475.17;52.03;6.97;14.45;8.89;13961191.19;18050159.1;35068669.35;150506
