Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
130160 Fonte Boa;20742;2.37;497.41;57.23;10.66;1.6;3.43;5098349.26;5213977.46;10317317.92;130160
130165 Guajará;15826;1.02;266.68;21.41;0.0;6.52;0.46;1562884.68;2637424.37;4220506.0;130165
130170 Humaitá;51302;6.25;604.7;18.08;5.13;2.18;9.61;8269856.39;11449520.16;31022398.65;130170
130180 Ipixuna;26860;1.92;284.4;70.4;9.08;6.19;0.07;2530441.51;4931627.19;7639034.39;130180
130185 Iranduba;45984;8.62;368.21;45.67;11.81;7.71;1.35;10363667.29;6329935.82;16931571.46;130185
130190 Itacoatiara;97122;7.44;482.38;22.61;1.32;7.39;2.9;22408681.33;22271198.85;46849753.95;130190
130195 Itamarati;8179;2.92;600.1;27.5;14.46;0.85;20.32;1887607.28;2146949.95;4908182.63;130195
130200 Itapiranga;8953;16.34;545.99;63.06;1.14;1.42;5.05;1940543.14;2942466.0;4888266.0;130200
130210 Japurá;5125;1.66;759.1;71.93;0.0;3.59;0.12;1815300.95;2490117.09;3890384.87;130210
130220 Juruá;13198;3.27;368.17;38.98;4.82;7.34;6.99;1816255.3;2624058.91;4859086.34;130220
130230 Jutaí;16585;1.81;411.42;65.15;0.0;3.04;0.12;3717615.81;3091450.46;6823342.16;130230
130240 Lábrea;43263;1.14;445.88;33.08;5.18;10.83;11.52;5284646.79;5552014.09;19290312.67;130240
130250 Manacapuru;94175;4.04;442.46;22.49;5.04;40.85;3.9;21123638.14;19335000.0;41668465.16;130250
130255 Manaquiri;28413;2.16;246.06;52.85;2.04;1.29;7.04;3385816.75;3851571.59;6991328.15;130255
130260 Manaus;2057711;24.71;364.48;69.81;2.46;13.21;0.82;151048858.12;590091238.52;749988088.39;130260
130270 Manicoré;53053;2.81;265.59;43.42;1.58;5.26;8.61;6957174.99;6757786.14;14090127.16;130270
130280 Maraă;18423;0.98;276.84;43.77;0.0;9.88;0.66;1915947.9;3184232.0;5100179.9;130280
130290 Maués;59983;2.41;387.64;49.83;0.0;12.28;7.0;10608757.5;11204332.26;23251903.54;130290
130300 Nhamundá;20358;0.49;301.48;44.59;0.0;6.75;8.8;3696759.02;3914454.64;6137563.47;130300
130310 Nova Olinda do Norte;35156;2.18;309.08;26.01;3.09;60.29;1.23;6053748.82;5484080.19;10866158.34;130310
130320 Novo Airăo;17671;1.89;285.25;67.98;0.0;5.75;5.27;2425113.09;3753076.2;5040581.32;130320
130330 Novo Aripuană;24315;1.76;273.27;59.93;0.0;9.03;0.28;2783820.07;3876677.38;6644642.74;130330
130340 Parintins;111575;5.12;382.22;32.37;1.41;8.9;5.7;24866211.57;17636672.11;42646576.2;130340
130350 Pauini;19378;2.18;424.14;62.98;1.18;4.15;5.15;1854538.2;6341585.8;8218979.0;130350
130353 Presidente Figueiredo;32812;7.53;935.52;80.68;0.0;2.73;2.94;7115305.25;22459067.2;30696310.53;130353
130356 Rio Preto da Eva;30530;1.89;351.25;47.82;18.65;2.93;3.51;5764872.95;3430866.56;10723599.94;130356
130360 Santa Isabel do Rio Negro;22404;0.36;239.0;60.47;21.45;2.63;1.66;1639864.98;3720335.35;5354633.47;130360
130370 Santo Antônio do Içá;23688;2.13;348.04;58.95;3.99;8.08;2.37;4565335.25;3978147.58;8244396.59;130370
130380 Săo Gabriel da Cachoeira;43094;2.8;409.51;48.93;1.24;4.11;11.93;6738555.58;6472062.69;17647562.74;130380
130390 Săo Paulo de Olivença;36536;1.6;278.74;45.46;0.0;5.89;1.69;5407176.04;4128628.0;10184099.09;130390
130395 Săo Sebastiăo do Uatumă;12781;4.45;363.83;51.44;1.57;5.38;8.51;1951003.15;2408740.49;4650150.09;130395
130400 Silves;9081;3.62;341.85;67.68;0.0;5.0;0.0;1580972.38;2099178.9;3104317.56;130400
130406 Tabatinga;61028;5.19;253.43;40.82;17.64;29.44;0.0;11421831.74;5687809.67;15466097.06;130406
130410 Tapauá;18152;1.52;445.5;77.75;4.22;1.85;0.37;2706399.81;5337827.36;8086672.54;130410
130420 Tefé;62444;3.42;400.12;41.93;30.66;1.67;2.1;13115834.69;7727794.14;24985060.29;130420
130423 Tonantins;18478;1.37;424.5;56.28;0.0;2.58;11.95;3330717.88;3923534.2;7843942.61;130423
130426 Uarini;13121;1.2;328.03;43.45;2.32;1.83;1.08;2017740.43;2278473.12;4304087.74;130426
130430 Urucará;17163;2.38;443.3;17.27;0.0;44.65;0.15;3288354.89;3669707.05;7608307.64;130430
130440 Urucurituba;21140;1.4;291.12;57.11;8.17;9.32;0.73;2936017.75;3102000.0;6154344.06;130440
140005 Alto Alegre;16176;1.99;438.2;52.99;1.65;11.59;16.05;4739130.48;1546894.61;7088341.28;140005
140002 Amajari;11006;3.53;301.23;57.6;5.38;7.63;8.3;1975429.94;1240878.74;3315359.22;140002
140010 Boa Vista;320714;11.34;504.43;77.46;0.0;10.69;2.91;49637972.8;114263194.42;161777651.59;140010
140015 Bonfim;11739;3.07;444.61;63.68;1.63;17.24;3.15;3488466.21;1287327.92;5219332.91;140015
140017 Cantá;16149;0.75;332.29;40.86;0.0;7.31;21.15;3439747.54;2319639.31;5366082.92;140017
140020 Caracaraí;20261;5.44;492.14;51.92;1.67;6.62;29.78;4658831.27;3148990.44;9971181.9;140020
140023 Caroebe;9165;3.5;396.81;55.65;0.34;16.59;0.69;2202271.65;1102945.9;3636765.95;140023
140028 Iracema;10320;2.22;662.99;33.23;1.09;4.92;53.38;2144870.72;985523.31;6842062.63;140028
140030 Mucajaí;16380;4.6;365.15;68.24;0.0;8.02;0.13;4190998.67;2165709.19;5981227.09;140030
140040 Normandia;10148;2.1;259.47;42.14;7.39;15.61;13.69;2181758.23;1117451.91;2633101.7;140040
140045 Pacaraima;11908;3.21;423.83;60.49;1.46;12.3;15.62;3013527.42;1204707.89;5047015.58;140045
140047 Rorainópolis;27288;13.58;221.98;75.81;0.0;4.01;0.37;4662593.88;1957232.48;6057393.19;140047
140050 Săo Joăo da Baliza;7516;2.29;586.16;43.52;4.46;5.68;19.59;1302451.91;1361881.45;4405604.8;140050
140060 Săo Luiz;7407;4.73;541.29;46.83;2.01;8.07;28.2;2151980.01;1246038.14;4009336.1;140060
140070 Uiramută;9488;0.59;221.52;62.01;1.22;12.17;0.4;1250233.63;1029279.59;2101738.57;140070
150010 Abaetetuba;150431;2.41;320.63;49.05;0.0;24.68;4.81;24826188.9;23875917.57;48232695.99;150010
150013 Abel Figueiredo;7126;2.0;691.72;33.88;2.67;42.32;1.47;2108913.84;2812273.39;4929210.48;150013
150020 Acará;54064;5.17;288.61;54.78;4.77;4.69;25.35;9444962.09;5008953.6;15603633.93;150020
150030 Afuá;37398;1.82;210.14;56.42;7.01;6.01;1.09;4067725.41;3779165.38;7858836.41;150030
150034 Água Azul do Norte;26305;2.91;405.57;49.32;4.23;17.69;8.43;6269679.26;3751597.71;10668620.86;150034
150040 Alenquer;54662;1.77;270.05;48.77;0.0;37.1;0.45;10476226.51;5869577.32;14761561.38;150040
150050 Almeirim;33372;3.33;481.53;2.98;0.37;95.39;0.0;6831598.24;9238123.52;16069721.76;150050
150060 Altamira;108382;21.62;498.38;36.97;0.0;10.18;3.15;27600236.57;20160921.07;54015939.68;150060
150070 Anajás;27540;0.38;301.9;59.54;14.93;2.03;0.66;3043403.27;3299945.85;8314424.33;150070
150080 Ananindeua;505404;11.13;367.9;48.39;0.0;32.19;1.35;130448523.36;40254562.12;185939028.52;150080
150085 Anapu;25414;9.96;402.81;58.85;0.0;7.79;0.07;4522171.45;4819692.81;10236928.08;150085
150090 Augusto Corrêa;43700;2.26;245.44;38.84;2.97;4.1;13.04;6982842.42;3462576.55;10725531.07;150090
150095 Aurora do Pará;29492;1.59;308.65;42.85;4.76;6.88;5.95;5188260.7;2955410.2;9102700.61;150095
150100 Aveiro;15953;1.37;395.9;53.18;4.62;1.7;2.75;1996350.88;3834853.16;6315775.72;150100
150110 Bagre;28292;0.12;127.39;37.51;0.0;3.09;1.65;1512164.58;1381848.67;3604135.73;150110
150120 Baiăo;43757;2.88;256.74;55.78;0.0;5.17;4.14;6599860.77;4328715.61;11234066.33;150120
150125 Bannach;3267;2.7;1161.23;53.7;11.37;11.93;2.2;2285256.08;1700377.24;3793734.19;150125
150130 Barcarena;115779;26.58;447.06;60.66;5.66;8.8;11.85;18493088.29;32398892.26;51759715.07;150130
150140 Belém;1439561;21.38;627.51;37.3;1.37;38.34;4.57;541868447.69;320846261.15;903336318.74;150140
150145 Belterra;17036;2.61;423.01;62.5;2.27;3.05;0.0;3285696.58;2836717.45;7206404.78;150145
150150 Benevides;58637;7.33;369.7;56.49;1.14;7.73;8.48;13652902.1;8225433.39;21677841.8;150150
150157 Bom Jesus do Tocantins;16227;2.62;492.53;49.14;0.0;6.67;2.6;5222055.7;2717533.63;7992204.73;150157
150160 Bonito;15282;1.98;413.53;81.3;1.5;0.0;12.78;3681216.34;2638404.83;6319621.17;150160
150170 Bragança;121528;3.87;221.45;62.9;0.0;13.92;7.68;16700417.0;10206681.01;26912753.97;150170
150172 Brasil Novo;14984;6.58;620.86;44.22;2.65;5.76;1.49;5860098.46;3563053.91;9302997.1;150172
150175 Brejo Grande do Araguaia;7232;3.16;481.02;31.64;3.46;2.63;6.27;1763946.57;1594082.91;3478727.03;150175
150178 Breu Branco;61222;4.28;346.46;50.13;4.72;16.2;9.0;12523007.8;8308923.25;21210766.71;150178
150180 Breves;98231;3.55;310.38;68.07;18.59;5.71;3.65;18565806.3;7355779.93;30489162.87;150180
150190 Bujaru;27689;0.26;257.06;31.14;0.0;19.48;1.54;3218184.31;3526083.0;7117831.8;150190
150200 Cachoeira do Arari;22449;1.68;309.67;71.89;5.85;1.57;2.39;3781541.47;3211823.6;6951735.02;150200
150195 Cachoeira do Piriá;31300;0.78;228.06;66.78;0.03;8.49;0.37;4489422.75;2928070.49;7138426.53;150195
150210 Cametá;130868;1.86;225.63;54.98;0.0;23.75;6.77;25807269.03;5741393.35;29528161.7;150210
150215 Canaă dos Carajás;33632;52.59;2356.15;57.08;0.0;12.12;9.54;7431729.67;71745846.61;79242154.42;150215
150220 Capanema;66353;6.76;505.76;38.56;0.96;20.41;3.16;25405269.67;8222478.82;33558642.1;150220
150230 Capităo Poço;52693;2.69;284.7;40.56;0.0;26.22;10.82;8660941.66;5244597.97;15001860.58;150230
150240 Castanhal;189784;7.32;477.15;52.44;0.0;37.21;1.26;67016323.46;25926172.28;90556122.21;150240
150250 Chaves;22566;0.67;305.9;48.82;1.26;4.75;18.01;3136019.36;3642552.45;6902931.88;150250
150260 Colares;11682;0.73;462.97;59.82;0.0;7.28;6.84;3047726.25;2531955.23;5408365.59;150260
150270 Conceiçăo do Araguaia;46395;4.77;464.07;52.33;0.55;16.65;4.51;16127591.89;5262409.3;21530724.99;150270
150275 Concórdia do Pará;31352;3.75;336.8;52.89;0.0;12.85;3.29;4990511.1;5569200.2;10559425.33;150275
150276 Cumaru do Norte;12423;9.36;515.67;49.11;7.48;17.9;6.72;3563094.5;3396196.13;6406162.76;150276
150277 Curionópolis;17709;9.76;563.33;41.02;3.03;5.28;0.25;4300987.7;5615366.51;9975964.13;150277
150280 Curralinho;32248;0.29;349.62;52.01;4.11;5.96;10.27;6099934.52;4044378.77;11274473.63;150280
150285 Curuá;13562;1.36;296.73;70.15;0.0;7.44;4.82;1833296.46;2125627.83;4024215.16;150285
150290 Curuçá;37800;1.83;314.1;54.77;2.52;4.87;6.78;8416472.0;2936431.54;11872863.07;150290
150293 Dom Eliseu;56398;6.01;347.06;31.75;0.0;16.05;17.52;13485534.97;6137277.58;19573663.01;150293
150295 Eldorado dos Carajás;32664;2.49;323.87;51.55;0.0;26.03;4.07;6672363.52;4641532.5;10578834.89;150295
150300 Faro;7333;0.99;585.28;57.68;2.31;4.05;6.01;2557692.53;1733645.78;4291891.17;150300
150304 Floresta do Araguaia;19261;4.02;459.43;51.17;3.14;5.88;10.87;4621436.12;4215406.09;8849085.86;150304
150307 Garrafăo do Norte;25326;0.57;359.83;63.57;2.3;8.07;2.15;3454761.36;3700000.0;9113111.63;150307
150309 Goianésia do Pará;37975;1.15;355.45;38.55;13.66;0.0;1.02;6656624.35;6767055.43;13498142.22;150309
150310 Gurupá;31623;1.32;320.04;35.98;4.04;9.63;3.68;5004956.75;6072372.41;10120620.69;150310
150320 Igarapé-Açu;37333;2.16;392.93;37.23;3.9;5.66;1.65;9399530.69;3293010.18;14669402.71;150320
150330 Igarapé-Miri;60343;3.53;309.13;48.7;0.0;16.13;1.31;13833386.03;4640300.0;18654108.33;150330
150340 Inhangapi;11053;0.64;421.17;45.03;0.0;10.31;0.33;2670613.41;1984947.21;4655213.58;150340
150345 Ipixuna do Pará;58558;4.87;242.52;52.83;0.07;9.85;2.8;7786865.76;5274809.26;14201578.29;150345
150350 Irituia;31654;1.99;334.97;42.49;4.45;3.8;5.36;4802774.66;4704611.31;10603280.89;150350
150360 Itaituba;98446;11.94;463.8;40.15;4.81;6.46;11.43;27111506.08;23806932.82;45659065.5;150360
150370 Itupiranga;51775;2.41;327.85;55.19;0.78;13.98;8.79;8502502.85;7040794.03;16974637.48;150370
150375 Jacareacanga;41487;38.07;312.69;41.06;4.39;8.18;3.13;3112184.57;9972130.92;12972669.73;150375
150380 Jacundá;56006;2.62;226.82;50.43;0.0;3.49;0.0;10585828.59;5849732.63;12703247.07;150380
150390 Juruti;53989;11.58;354.63;63.06;1.99;12.84;0.58;7666197.63;11733436.2;19145887.4;150390
150400 Limoeiro do Ajuru;27368;0.95;373.84;52.33;4.58;1.44;23.76;7252099.84;3150600.0;10231315.98;150400
150405 Măe do Rio;28959;2.86;330.48;48.24;0.0;7.8;1.64;6388184.72;3514783.81;9570264.66;150405
150410 Magalhăes Barata;8279;2.24;391.78;57.26;0.0;11.58;8.28;1784539.14;1330209.8;3243515.51;150410
150420 Marabá;262085;15.8;593.83;48.93;6.45;9.84;2.83;46482231.13;81466719.21;155633814.97;150420
150430 Maracană;28656;0.61;333.0;58.78;3.89;4.28;7.07;7118493.0;3139738.54;9542313.58;150430
150440 Marapanim;27368;5.05;280.29;59.98;1.71;0.0;5.27;4603483.31;3067384.0;7670867.31;150440
150442 Marituba;122916;7.02;508.84;35.67;1.17;32.47;6.92;36483069.99;25108740.73;62544753.16;150442
150445 Medicilândia;29887;3.84;326.06;52.72;1.86;4.38;4.58;5950721.71;4119890.5;9745083.12;150445
150450 Melgaço;26397;0.23;278.65;60.78;5.43;5.21;3.38;3582132.0;3761550.98;7355512.96;150450
150460 Mocajuba;29398;0.37;357.22;30.26;0.0;34.58;0.0;6295010.41;2932147.23;10501654.13;150460
150470 Moju;77385;4.57;238.85;51.26;11.73;11.68;2.61;10737899.25;7476046.87;18483199.61;150470
150475 Mojuí dos Campos;15446;2.56;369.78;38.69;24.12;17.44;7.15;1401238.82;3253436.32;5711563.21;150475
150480 Monte Alegre;56312;1.57;462.7;52.23;0.0;21.35;1.1;11063528.75;9483714.41;26055840.44;150480
150490 Muaná;37977;2.28;280.01;21.31;0.0;8.93;41.18;7174477.52;3458750.0;10633750.0;150490
150495 Nova Esperança do Piriá;20663;0.87;325.8;57.93;4.38;10.54;3.98;3456689.52;2525497.34;6732031.94;150495
150497 Nova Ipixuna;15836;4.15;385.02;65.99;5.79;12.54;1.2;3551720.6;2545490.0;6097210.6;150497
150500 Nova Timboteua;14635;1.08;227.33;39.94;0.0;7.26;5.01;2789772.52;1995656.17;3326940.19;150500
150503 Novo Progresso;25135;7.77;529.68;75.48;4.89;7.06;0.45;6941650.72;8476838.72;13313507.32;150503
150506 Novo Repartimento;70835;3.57;349.25;59.17;4.37;4.46;2.53;8825702.79;13938834.12;24739117.09;150506
